#id	CHR
cg08491125	15
cg08491964	18
cg08492707	21
cg08493463	4
cg08494812	2
cg08495878	14
cg08496601	X
cg08496998	7
cg08497766	10
cg08500346	15
cg08504049	19
cg08504583	13
cg08504905	19
cg08505473	14
cg08507270	12
cg08508325	11
cg08509737	3
cg08510456	3
cg08512940	12
cg08513100	5
cg08514736	5
cg08516400	14
cg08519865	5
cg08519905	12
cg08521225	18
cg08524221	17
cg08524525	4
cg08525145	1
cg08525207	2
cg08525481	20
cg08526867	5
cg08527127	1
cg08528984	1
cg08529259	16
cg08529529	13
cg08529852	9
cg08530414	11
cg08531821	9
cg08532057	13
cg08535091	16
cg08535373	20
cg08536841	19
cg08537652	1
cg08538752	21
cg08539093	*
cg08539991	19
cg08541219	4
cg08548086	5
cg08548888	3
cg08550026	11
cg08550724	6
cg08551088	10
cg08551633	19
cg08551857	8
cg08552121	6
cg08552254	1
cg08552999	1
cg08553339	19
cg08554114	14
cg08554462	18
cg08555612	3
cg08555657	1
cg08555772	10
cg08555924	18
cg08557686	22
cg08558340	7
cg08558873	11
cg08559914	X
cg08560942	7
cg08563994	3
cg08567916	12
cg08568512	18
cg08568987	19
cg08569678	8
cg08570275	3
cg08570521	4
cg08571203	12
cg08572611	7
cg08573687	11
cg08573893	8
cg08574156	3
cg08575537	7
cg08575950	X
cg08576197	17
cg08578023	1
cg08578305	12
cg08578641	9
cg08578734	5
cg08579995	19
cg08583049	15
cg08584430	3
cg08585897	16
cg08586737	7
cg08587542	5
cg08587820	3
cg08587864	1
cg08590939	5
cg08591489	X
cg08592230	6
cg08592761	15
cg08594695	18
cg08595011	3
cg08596000	11
cg08596544	3
cg08596642	1
cg08598221	8
cg08602689	13
cg08603768	5
cg08604885	7
cg08605641	8
cg08606356	11
cg08607082	19
cg08607500	*
cg08608800	13
cg08610361	12
cg08611205	3
cg08611714	17
cg08612037	12
cg08612601	6
cg08612871	1
cg08613513	1
cg08614201	1
cg08614481	6
cg08614528	3
cg08615333	14
cg08617916	1
cg08618113	15
cg08620270	6
cg08620470	10
cg08623383	1
cg08623787	1
cg08623947	20
cg08624068	18
cg08624249	20
cg08625022	9
cg08625335	14
cg08626653	7
cg08626943	11
cg08629913	12
cg08631151	17
cg08631437	*
cg08632701	21
cg08633154	10
cg08634024	7
cg08634464	19
cg08634539	14
cg08635242	17
cg08635249	7
cg08636224	6
cg08637669	9
cg08638395	1
cg08640498	12
cg08642068	20
cg08643928	1
cg08646988	2
cg08647446	4
cg08647727	12
cg08649013	4
cg08651674	6
cg08652404	7
cg08653874	14
cg08654334	2
cg08654655	1
cg08655844	7
cg08656294	17
cg08657449	8
cg08658594	12
cg08659539	15
cg08659707	2
cg08660285	1
cg08661003	20
cg08661227	1
cg08661290	1
cg08662074	9
cg08663969	21
cg08665772	1
cg08666623	17
cg08667721	19
cg08668790	19
cg08670517	9
cg08670691	1
cg08673615	1
cg08674093	3
cg08675585	14
cg08675664	5
cg08678755	6
cg08679985	1
cg08680085	X
cg08680102	5
cg08680731	7
cg08682341	10
cg08684473	19
cg08687163	3
cg08687825	6
cg08687901	6
cg08687958	10
cg08690031	2
cg08690721	11
cg08693206	22
cg08693325	X
cg08694544	19
cg08695223	X
cg08695830	7
cg08696192	17
cg08696890	16
cg08697242	1
cg08697285	13
cg08697665	3
cg08699435	20
cg08700306	19
cg08700651	1
cg08701609	21
cg08703595	7
cg08703971	14
cg08704509	5
cg08704606	10
cg08704884	19
cg08705994	1
cg08706258	17
cg08707063	1
cg08707078	7
cg08707819	14
cg08708323	16
cg08709276	6
cg08709385	22
cg08711674	19
cg08711724	10
cg08713365	20
cg08715135	8
cg08715837	22
cg08717396	6
cg08718071	15
cg08719081	1
cg08719486	9
cg08721347	1
cg08722104	11
cg08722122	8
cg08722720	15
cg08723608	7
cg08724474	5
cg08724517	4
cg08724563	18
cg08724636	7
cg08725962	5
cg08727202	22
cg08728865	19
cg08729012	3
cg08731300	10
cg08733315	15
cg08733774	2
cg08735298	1
cg08736146	17
cg08737421	14
cg08738040	6
cg08738269	16
cg08739282	4
cg08742106	*
cg08743392	20
cg08744726	7
cg08744769	2
cg08747377	16
cg08747889	6
cg08748415	6
cg08749122	1
cg08749917	3
cg08750326	X
cg08752459	12
cg08753553	*
cg08755040	1
cg08757531	15
cg08758850	9
cg08759036	X
cg08759274	22
cg08761447	12
cg08762247	17
cg08763351	1
cg08763433	1
cg08764758	17
cg08766149	14
cg08766742	17
cg08768421	9
cg08769044	X
cg08770869	20
cg08771429	7
cg08771731	5
cg08772206	10
cg08773844	8
cg08775230	11
cg08775774	12
cg08775793	22
cg08778586	1
cg08779777	7
cg08780378	15
cg08781448	16
cg08782122	7
cg08783491	20
cg08784110	6
cg08785133	X
cg08785155	1
cg08785215	3
cg08785534	11
cg08785922	17
cg08786003	1
cg08788717	11
cg08789630	10
cg08789908	16
cg08790491	14
cg08790550	2
cg08792314	17
cg08793459	17
cg08794192	20
cg08794763	19
cg08797106	6
cg08797194	13
cg08797471	9
cg08798116	X
cg08798523	13
cg08799191	17
cg08800033	X
cg08801329	20
cg08801754	5
cg08802167	14
cg08803129	18
cg08803144	2
cg08804892	3
cg08805338	10
cg08806153	2
cg08807541	12
cg08810065	14
cg08810582	12
cg08810779	6
cg08811349	8
cg08812504	1
cg08812936	3
cg08813236	2
cg08815403	4
cg08815652	15
cg08816023	5
cg08816248	14
cg08817120	4
cg08817171	15
cg08818385	2
cg08818784	19
cg08818984	5
cg08819884	3
cg08820801	19
cg08820821	19
cg08821669	12
cg08822227	4
cg08823182	1
cg08825571	8
cg08826839	2
cg08826863	6
cg08827391	10
cg08828036	15
cg08831348	19
cg08831522	15
cg08831594	10
cg08831701	17
cg08831744	7
cg08832227	12
cg08833432	20
cg08834018	22
cg08835688	7
cg08836024	6
cg08837884	19
cg08839620	11
cg08840010	1
cg08843314	X
cg08843492	11
cg08846002	X
cg08847038	10
cg08847533	14
cg08847636	19
cg08849126	12
cg08849574	19
cg08851943	6
cg08853659	3
cg08858521	16
cg08859675	19
cg08859916	10
cg08860143	16
cg08860710	3
cg08861115	2
cg08865050	*
cg08866753	1
cg08871016	21
cg08871189	11
cg08871917	7
cg08872483	9
cg08872493	1
cg08872550	8
cg08872742	16
cg08875535	2
cg08876470	19
cg08876591	7
cg08876665	9
cg08876932	11
cg08878304	22
cg08878323	7
cg08878352	6
cg08878744	1
cg08880153	15
cg08881067	5
cg08881519	12
cg08884343	X
cg08886154	7
cg08887137	8
cg08887581	1
cg08888956	12
cg08890043	22
cg08891270	19
cg08893585	11
cg08894534	2
cg08896053	8
cg08896629	19
cg08896945	11
cg08897388	6
cg08899626	4
cg08899632	20
cg08900043	12
cg08901867	17
cg08902132	5
cg08902818	X
cg08905118	X
cg08906015	19
cg08907850	10
cg08908355	1
cg08909157	9
cg08911391	1
cg08912400	20
cg08914623	11
cg08914916	19
cg08917718	3
cg08918431	5
cg08918749	8
cg08920071	1
cg08923060	12
cg08923109	13
cg08923379	9
cg08923450	6
cg08924430	4
cg08927489	1
cg08927738	20
cg08928646	4
cg08929103	17
cg08932320	6
cg08933517	14
cg08934427	3
cg08934443	1
cg08935003	11
cg08935243	5
cg08935301	3
cg08936952	14
cg08942800	6
cg08942875	4
cg08946117	2
cg08946332	17
cg08946989	6
cg08947964	6
cg08948050	5
cg08949296	8
cg08950375	2
cg08952029	11
cg08954856	22
cg08955609	19
cg08956138	11
cg08958015	12
cg08958913	19
cg08959992	12
cg08961832	11
cg08965143	2
cg08965235	11
cg08965324	12
cg08965337	X
cg08965527	16
cg08966023	20
cg08966293	16
cg08970446	1
cg08970694	11
cg08972170	7
cg08974656	2
cg08977028	*
cg08977371	16
cg08980578	19
cg08981777	19
cg08983259	1
cg08983760	*
cg08983975	5
cg08986416	15
cg08987989	5
cg08990057	X
cg08992050	12
cg08993172	11
cg08993267	17
cg08993557	15
cg08995424	12
cg08996413	8
cg08996502	8
cg08996521	3
cg08996748	15
cg08996986	19
cg08997253	9
cg08998501	19
cg08998967	7
cg08999352	9
cg08999486	14
cg08999895	11
cg09000112	5
cg09000510	9
cg09001777	19
cg09001953	4
cg09002165	14
cg09002774	17
cg09003876	18
cg09006267	11
cg09008187	17
cg09009042	1
cg09009111	18
cg09009259	19
cg09009380	1
cg09010998	10
cg09011597	12
cg09013626	3
cg09014354	12
cg09015232	20
cg09017174	11
cg09018040	X
cg09018810	X
cg09018824	4
cg09018862	19
cg09019938	10
cg09020461	15
cg09022808	22
cg09022993	4
cg09025324	6
cg09027725	20
cg09030119	19
cg09033997	3
cg09034836	22
cg09034896	13
cg09037813	2
cg09037858	8
cg09038676	11
cg09038885	5
cg09038914	17
cg09039163	2
cg09039698	16
cg09040752	17
cg09044738	14
cg09044743	1
cg09045681	6
cg09047884	22
cg09049660	20
cg09052983	18
cg09053680	10
cg09054876	6
cg09056317	19
cg09057265	11
cg09058381	3
cg09058542	1
cg09059181	10
cg09059548	12
cg09059635	9
cg09059945	7
cg09060849	16
cg09060914	1
cg09061733	11
cg09065135	1
cg09065199	20
cg09067967	4
cg09068198	2
cg09068492	11
cg09068528	2
cg09068993	10
cg09069593	16
cg09070492	10
cg09072120	10
cg09076012	8
cg09076077	20
cg09076123	1
cg09076584	17
cg09079275	5
cg09079593	5
cg09080746	7
cg09081544	3
cg09082287	1
cg09082921	6
cg09083627	13
cg09084200	11
cg09085198	18
cg09085639	17
cg09086179	X
cg09086761	11
cg09087901	6
cg09087966	4
cg09088193	17
cg09088508	12
cg09088576	1
cg09088577	4
cg09088834	20
cg09089053	19
cg09092161	9
cg09094355	X
cg09095562	9
cg09096031	2
cg09096383	4
cg09096950	11
cg09099022	1
cg09099177	15
cg09099744	9
cg09102409	8
cg09102714	16
cg09103232	17
cg09106817	6
cg09106999	12
cg09107232	3
cg09107315	1
cg09109450	2
cg09109996	11
cg09111484	12
cg09111917	3
cg09112782	*
cg09113530	2
cg09113613	20
cg09114441	19
cg09114799	12
cg09118625	1
cg09119665	14
cg09119967	20
cg09120035	8
cg09121849	13
cg09123444	19
cg09126273	12
cg09128050	20
cg09130402	18
cg09131135	2
cg09133026	14
cg09134003	4
cg09134726	19
cg09134747	3
cg09137696	16
cg09138627	2
cg09142399	1
cg09143576	1
cg09143663	21
cg09144196	1
cg09144422	16
cg09144786	X
cg09146695	4
cg09147213	5
cg09147222	3
cg09147827	14
cg09149294	15
cg09150117	7
cg09150232	7
cg09151429	19
cg09152089	1
cg09155001	10
cg09155025	8
cg09155852	9
cg09155905	17
cg09156233	4
cg09158314	13
cg09158909	20
cg09160477	9
cg09161592	10
cg09163021	11
cg09163317	12
cg09163442	7
cg09164559	10
cg09169283	17
cg09169633	15
cg09171381	3
cg09172980	*
cg09173897	14
cg09174741	13
cg09175724	11
cg09176853	X
cg09176995	5
cg09179743	9
cg09179845	5
cg09180926	15
cg09182986	1
cg09185773	13
cg09186006	10
cg09186685	16
cg09188980	11
cg09189322	5
cg09189428	22
cg09190408	11
cg09191232	4
cg09191327	9
cg09191626	11
cg09192760	19
cg09194436	14
cg09194650	12
cg09195271	1
cg09196942	*
cg09196959	6
cg09197965	2
cg09198463	2
cg09199317	10
cg09201327	9
cg09201719	10
cg09202373	X
cg09203961	13
cg09204187	2
cg09205751	11
cg09207718	15
cg09208010	14
cg09209002	4
cg09210315	20
cg09212058	2
cg09212468	16
cg09214254	6
cg09214551	17
cg09214920	1
cg09215553	12
cg09217923	6
cg09218130	12
cg09220361	5
cg09221326	6
cg09222115	2
cg09222791	16
cg09223071	2
cg09224952	3
cg09225321	17
cg09226684	19
cg09227136	9
cg09227563	19
cg09229231	1
cg09229912	12
cg09229960	X
cg09230173	*
cg09230646	16
cg09230732	5
cg09231514	19
cg09234474	17
cg09234859	7
cg09234872	16
cg09237521	11
cg09238598	5
cg09238677	12
cg09239756	12
cg09242541	1
cg09242772	18
cg09243021	7
cg09243900	1
cg09244244	5
cg09245073	17
cg09245378	10
cg09250703	X
cg09251995	19
cg09252204	X
cg09253125	12
cg09254939	19
cg09255666	1
cg09256683	17
cg09257092	12
cg09258965	6
cg09259332	12
cg09259772	7
cg09260089	10
cg09260441	20
cg09260564	18
cg09260830	9
cg09261015	X
cg09261262	10
cg09262269	5
cg09263755	17
cg09264112	15
cg09266433	2
cg09266965	5
cg09272256	10
cg09272869	15
cg09273772	17
cg09275137	X
cg09276355	13
cg09276363	1
cg09276451	16
cg09276883	1
cg09276978	20
cg09277365	5
cg09277575	7
cg09279263	3
cg09280976	14
cg09282338	20
cg09282744	5
cg09283007	*
cg09283635	7
cg09286787	19
cg09288658	2
cg09290866	10
cg09291628	13
cg09294589	3
cg09296044	15
cg09296212	9
cg09297361	15
cg09298289	5
cg09298484	2
cg09298623	3
cg09299307	5
cg09299381	22
cg09299388	6
cg09300114	17
cg09303043	17
cg09303642	12
cg09304040	12
cg09304624	8
cg09305224	9
cg09305478	16
cg09305770	6
cg09306186	16
cg09306577	1
cg09306675	20
cg09307264	17
cg09307279	3
cg09309269	17
cg09310112	19
cg09311052	1
cg09312149	5
cg09313439	18
cg09313705	17
cg09314766	8
cg09321965	1
cg09322949	6
cg09324116	X
cg09325101	15
cg09325711	7
cg09326546	3
cg09326702	11
cg09327628	1
cg09328024	1
cg09329225	14
cg09329496	4
cg09330643	10
cg09331011	18
cg09332592	9
cg09338170	1
cg09339301	6
cg09339527	5
cg09340639	1
cg09343150	11
cg09343544	22
cg09345431	20
cg09347151	X
cg09350141	22
cg09350274	5
cg09351449	20
cg09351859	5
cg09351894	10
cg09352789	10
cg09354267	6
cg09354331	10
cg09357097	17
cg09358725	11
cg09360083	11
cg09360654	1
cg09370442	15
cg09371142	16
cg09374949	19
cg09375488	7
cg09377486	19
cg09377899	12
cg09378691	20
cg09378940	8
cg09381003	19
cg09381701	6
cg09382492	17
cg09382850	7
cg09383789	1
cg09384159	6
cg09386615	9
cg09390792	11
cg09390902	*
cg09390932	2
cg09391966	12
cg09394600	17
cg09395732	3
cg09395833	19
cg09396217	8
cg09398185	10
cg09399047	3
cg09400966	3
cg09404256	19
cg09404334	6
cg09404633	1
cg09405083	10
cg09405612	7
cg09406238	X
cg09407859	16
cg09408780	6
cg09409398	1
cg09410845	2
cg09411212	3
cg09411366	19
cg09412715	12
cg09412782	15
cg09413557	1
cg09414535	12
cg09416313	19
cg09416501	22
cg09418283	12
cg09418321	12
cg09419116	18
cg09419670	9
cg09419900	10
cg09420988	5
cg09421020	19
cg09421562	17
cg09422355	19
cg09423836	4
cg09424308	4
cg09424896	19
cg09424925	14
cg09425215	15
cg09425228	2
cg09425611	16
cg09425898	20
cg09426307	22
cg09427311	9
cg09429111	9
cg09429153	9
cg09429185	*
cg09430689	14
cg09431062	9
cg09432154	3
cg09432376	22
cg09433780	3
cg09434995	7
cg09435090	4
cg09437522	20
cg09438266	16
cg09439093	6
cg09440243	9
cg09440289	12
cg09440340	1
cg09441152	18
cg09445097	9
cg09446127	9
cg09447105	12
cg09448875	10
cg09448880	1
cg09449490	18
cg09450020	7
cg09450238	14
cg09451092	1
cg09453312	5
cg09453737	12
cg09454892	10
cg09455096	2
cg09456329	19
cg09456939	1
cg09457245	12
cg09458170	14
cg09458237	20
cg09458394	1
cg09459044	4
cg09459188	3
cg09461185	1
cg09462575	20
cg09462576	1
cg09462587	11
cg09462826	11
cg09464487	12
cg09467501	17
cg09469394	2
cg09470640	12
cg09472203	15
cg09472953	6
cg09473585	3
cg09475324	12
cg09475757	4
cg09476523	8
cg09478045	12
cg09478478	1
cg09478597	8
cg09479015	19
cg09479906	10
cg09480162	13
cg09480837	10
cg09485593	16
cg09486093	5
cg09486567	20
cg09491779	9
cg09492887	7
cg09494188	11
cg09494546	1
cg09495351	17
cg09495977	4
cg09496393	6
cg09497789	1
cg09498007	2
cg09498106	19
cg09498379	15
cg09499698	4
cg09499849	2
cg09500672	2
cg09501516	1
cg09503780	2
cg09503974	3
cg09503975	11
cg09504196	7
cg09504352	12
cg09507928	5
cg09508556	6
cg09509576	17
cg09509673	17
cg09509863	2
cg09511421	4
cg09513026	5
cg09514038	16
cg09514188	17
cg09514589	15
cg09515778	7
cg09515805	11
cg09516965	14
cg09517019	X
cg09518735	10
cg09519758	9
cg09522147	12
cg09523691	5
cg09526693	4
cg09527021	1
cg09527362	6
cg09528351	17
cg09529667	19
cg09530763	11
cg09531892	8
cg09532664	5
cg09533063	6
cg09533293	15
cg09535168	19
cg09536738	2
cg09537031	8
cg09538287	10
cg09538582	17
cg09539271	7
cg09539408	14
cg09539438	9
cg09539538	20
cg09541248	12
cg09541468	11
cg09542111	21
cg09542291	1
cg09542745	10
cg09543783	19
cg09543792	17
cg09544918	11
cg09545860	5
cg09546307	12
cg09546332	13
cg09546345	14
cg09547190	9
cg09547224	22
cg09547777	1
cg09548084	6
cg09548179	16
cg09549827	1
cg09551147	10
cg09551916	1
cg09553358	11
cg09553448	9
cg09554443	1
cg09555217	11
cg09555679	X
cg09555879	19
cg09556292	14
cg09558502	1
cg09558850	7
cg09559551	1
cg09560912	20
cg09562455	X
cg09563216	1
cg09564133	5
cg09565688	12
cg09571369	3
cg09572106	5
cg09572685	17
cg09573435	5
cg09573795	4
cg09576882	5
cg09577651	20
cg09580336	1
cg09581098	X
cg09582042	13
cg09583599	6
cg09584711	16
cg09585781	*
cg09585834	16
cg09587549	16
cg09588210	*
cg09588653	5
cg09591663	6
cg09593286	15
cg09593402	5
cg09594067	16
cg09594841	19
cg09595479	12
cg09597465	12
cg09597496	3
cg09598225	20
cg09599653	13
cg09600437	2
cg09600520	6
cg09600829	9
cg09601629	19
cg09604203	20
cg09604428	3
cg09606564	17
cg09607232	*
cg09607282	19
cg09610963	*
cg09614401	20
cg09615786	3
cg09615982	16
cg09616556	14
cg09617747	16
cg09617773	6
cg09618028	17
cg09618387	19
cg09618682	3
cg09619146	10
cg09619786	15
cg09620798	3
cg09622447	*
cg09622957	1
cg09624565	22
cg09625066	X
cg09626634	13
cg09626984	8
cg09628199	8
cg09628601	19
cg09628707	20
cg09630404	8
cg09630437	19
cg09632136	11
cg09632416	3
cg09632585	5
cg09633588	1
cg09634469	22
cg09634802	17
cg09635067	1
cg09636671	1
cg09637363	11
cg09638834	6
cg09640202	2
cg09643186	14
cg09643313	7
cg09643544	19
cg09644722	17
cg09645888	11
cg09646392	13
cg09648228	14
cg09648233	7
cg09649610	1
cg09650667	3
cg09650985	19
cg09655559	20
cg09656405	15
cg09656934	1
cg09657265	6
cg09657311	11
cg09657538	4
cg09658342	2
cg09658438	12
cg09659887	11
cg09660171	9
cg09662150	8
cg09663323	2
cg09664442	8
cg09665351	X
cg09665592	9
cg09666654	2
cg09667122	*
cg09667226	13
cg09667582	15
cg09669099	16
cg09671005	5
cg09671611	16
cg09674215	7
cg09674867	11
cg09675889	19
cg09676390	21
cg09676788	X
cg09678228	12
cg09682183	6
cg09685104	18
cg09685568	22
cg09685747	2
cg09686308	19
cg09686635	1
cg09688546	4
cg09688763	10
cg09691574	11
cg09693433	5
cg09694403	14
cg09697386	9
cg09697795	19
cg09699159	11
cg09701102	11
cg09702010	19
cg09704415	1
cg09705062	11
cg09706243	11
cg09712066	5
cg09712527	13
cg09712606	19
cg09715672	10
cg09717545	19
cg09721047	2
cg09721427	10
cg09721659	14
cg09722397	17
cg09722555	9
cg09725013	16
cg09726469	1
cg09729918	9
cg09730017	11
cg09730349	14
cg09730361	9
cg09730836	5
cg09735598	1
cg09735905	1
cg09736162	3
cg09736922	3
cg09737668	1
cg09738100	2
cg09739907	7
cg09744051	22
cg09745307	5
cg09747578	1
cg09747829	6
cg09748960	6
cg09748975	4
cg09750083	2
cg09750183	11
cg09750385	4
cg09752703	18
cg09754413	6
cg09755102	1
cg09757107	17
cg09757277	19
cg09759260	5
cg09761310	12
cg09765256	16
cg09766383	6
cg09768051	1
cg09768944	9
cg09769679	13
cg09770154	10
cg09770323	3
cg09772154	10
cg09772827	11
cg09773756	10
cg09775312	10
cg09778422	X
cg09778734	12
cg09779091	*
cg09781054	20
cg09781594	2
cg09783309	22
cg09784259	1
cg09785172	4
cg09786221	20
cg09786257	5
cg09787254	16
cg09787394	2
cg09788239	22
cg09788866	2
cg09791681	13
cg09793001	3
cg09793197	*
cg09793796	7
cg09793866	8
cg09794131	16
cg09799156	1
cg09799714	11
cg09799873	19
cg09800519	9
cg09801065	5
cg09801842	5
cg09805010	3
cg09806934	11
cg09809242	2
cg09809672	1
cg09809950	21
cg09811393	3
cg09812049	17
cg09813840	12
cg09814877	19
cg09816180	4
cg09816471	16
cg09816912	6
cg09817114	3
cg09818732	12
cg09819033	12
cg09819495	1
cg09822001	1
cg09822907	17
cg09825414	5
cg09826784	22
cg09827833	9
cg09828634	21
cg09829176	22
cg09829319	6
cg09830278	10
cg09830866	16
cg09831311	16
cg09831553	20
cg09834162	7
cg09834205	6
cg09835085	2
cg09835543	9
cg09837169	6
cg09837361	1
cg09837648	3
cg09837803	15
cg09837943	19
cg09837977	7
cg09839960	*
cg09840989	X
cg09841009	*
cg09842540	19
cg09845785	2
cg09845946	2
cg09846458	19
cg09847234	3
cg09847584	12
cg09848074	7
cg09848198	12
cg09848420	3
cg09851465	1
cg09852871	16
cg09855435	6
cg09863066	22
cg09863772	2
cg09864712	16
cg09864990	20
cg09866173	*
cg09867157	6
cg09867835	6
cg09868035	20
cg09868597	5
cg09868882	7
cg09869042	22
cg09869791	1
cg09869858	12
cg09870606	16
cg09871043	6
cg09871315	7
cg09872233	17
cg09872616	7
cg09872934	6
cg09873258	14
cg09873510	5
cg09874127	3
cg09874600	15
cg09874752	10
cg09874776	20
cg09875273	17
cg09877136	14
cg09878269	13
cg09879099	18
cg09879797	12
cg09879869	14
cg09881855	8
cg09881917	16
cg09882647	20
cg09884077	15
cg09885086	9
cg09885409	21
cg09885951	1
cg09886641	15
cg09888137	10
cg09889850	14
cg09890046	19
cg09890200	2
cg09891106	20
cg09891761	1
cg09892131	6
cg09892203	17
cg09892390	10
cg09893068	1
cg09893305	5
cg09896445	13
cg09898548	20
cg09901733	17
cg09902130	11
cg09903430	1
cg09904573	8
cg09906309	11
cg09906458	20
cg09906488	10
cg09907395	17
cg09910464	3
cg09911342	7
cg09911755	17
cg09914304	10
cg09914444	1
cg09914773	7
cg09915099	8
cg09916572	7
cg09916853	7
cg09917461	*
cg09918512	11
cg09918674	19
cg09920145	3
cg09920632	X
cg09922115	12
cg09923671	20
cg09923855	X
cg09924998	12
cg09926889	12
cg09926892	20
cg09928375	X
cg09929564	1
cg09929612	7
cg09930017	12
cg09930410	1
cg09931793	9
cg09932694	1
cg09935228	8
cg09935540	16
cg09936561	4
cg09936762	10
cg09936839	19
cg09937039	14
cg09938079	11
cg09938681	16
cg09938768	3
cg09941381	10
cg09944147	9
cg09944526	10
cg09945801	8
cg09947274	2
cg09948350	2
cg09949775	19
cg09950034	X
cg09950370	8
cg09952204	5
cg09952620	19
cg09953122	20
cg09954385	22
cg09955730	1
cg09958090	22
cg09961373	7
cg09963123	4
cg09964005	22
cg09964921	21
cg09965258	9
cg09966445	7
cg09967877	11
cg09970396	12
cg09970593	1
cg09971646	14
cg09971811	20
cg09972884	16
cg09976774	12
cg09978128	17
cg09979256	6
cg09980522	11
cg09980622	1
cg09983885	11
cg09984370	19
cg09985279	16
cg09985635	5
cg09986574	9
cg09988116	1
cg09989134	12
cg09989883	3
cg09990086	8
cg09991975	22
cg09995854	2
cg09996240	19
cg09997082	19
cg09997760	3
cg09998229	19
cg09998519	1
cg09998591	11
cg10000775	4
cg10001720	1
cg10002103	12
cg10002561	4
cg10002977	6
cg10003443	20
cg10005894	3
cg10006582	2
cg10007262	7
cg10007692	19
cg10009003	X
cg10009830	X
cg10011232	19
cg10011623	20
cg10014190	10
cg10014293	16
cg10016608	17
cg10018778	12
cg10019507	20
cg10021735	2
cg10025443	9
cg10025865	14
cg10027114	12
cg10028071	10
cg10029076	3
cg10029411	13
cg10031456	2
cg10031651	3
cg10035272	6
cg10035303	20
cg10035922	1
cg10036895	10
cg10037005	19
cg10037068	2
cg10038087	10
cg10038259	5
cg10039928	8
cg10040059	1
cg10042178	1
cg10043101	17
cg10044101	6
cg10045881	1
cg10046620	6
cg10046892	1
cg10049535	16
cg10049968	9
cg10051054	1
cg10052190	16
cg10052840	19
cg10053203	1
cg10054127	20
cg10054857	18
cg10055471	1
cg10056627	6
cg10057065	1
cg10057218	17
cg10057295	13
cg10058540	12
cg10059104	22
cg10059959	9
cg10061117	11
cg10061138	3
cg10061247	3
cg10061496	3
cg10062065	2
cg10062803	8
cg10063179	4
cg10064162	7
cg10065130	7
cg10065416	17
cg10065825	16
cg10066332	14
cg10069638	1
cg10071275	20
cg10072995	9
cg10073042	*
cg10073091	1
cg10073723	7
cg10073875	19
cg10074409	1
cg10074513	1
cg10074949	15
cg10075436	19
cg10076009	X
cg10078415	16
cg10078829	19
cg10080004	19
cg10081899	22
cg10082841	9
cg10082991	5
cg10083236	2
cg10084993	16
cg10087081	19
cg10087399	1
cg10088985	4
cg10089145	11
cg10089324	1
cg10090585	X
cg10091705	1
cg10092957	19
cg10094277	12
cg10094443	4
cg10095719	10
cg10098216	10
cg10098541	3
cg10098888	2
cg10099900	20
cg10100220	13
